date,product_id,product_name,category,quantity_sold,unit_price,revenue,cost,profit,month,day_of_week,is_weekend,season,shelf_life_days
2024-07-09,FRUIT004,Grenade,Agrumes,49,4.08,199.92000000000002,55.37,144.55,7,1,0,Été,4
2024-07-10,FRUIT004,Grenade,Agrumes,53,4.08,216.24,59.88999999999999,156.35000000000002,7,2,0,Été,4
2024-07-11,FRUIT004,Grenade,Agrumes,79,4.08,322.32,89.27,233.05,7,3,0,Été,4
2024-07-12,FRUIT004,Grenade,Agrumes,47,4.08,191.76,53.10999999999999,138.65,7,4,0,Été,4
2024-07-13,FRUIT004,Grenade,Agrumes,27,4.08,110.16,30.509999999999998,79.65,7,5,1,Été,4
2024-07-14,FRUIT004,Grenade,Agrumes,48,4.08,195.84,54.239999999999995,141.60000000000002,7,6,1,Été,4
2024-07-15,FRUIT004,Grenade,Agrumes,60,4.08,244.8,67.8,177.0,7,0,0,Été,4
2024-07-16,FRUIT004,Grenade,Agrumes,41,4.08,167.28,46.33,120.95,7,1,0,Été,4
2024-07-17,FRUIT004,Grenade,Agrumes,53,4.08,216.24,59.88999999999999,156.35000000000002,7,2,0,Été,4
2024-07-18,FRUIT004,Grenade,Agrumes,62,4.08,252.96,70.05999999999999,182.90000000000003,7,3,0,Été,4
2024-07-19,FRUIT004,Grenade,Agrumes,25,4.08,102.0,28.249999999999996,73.75,7,4,0,Été,4
2024-07-20,FRUIT004,Grenade,Agrumes,16,4.08,65.28,18.08,47.2,7,5,1,Été,4
2024-07-21,FRUIT004,Grenade,Agrumes,34,4.08,138.72,38.419999999999995,100.30000000000001,7,6,1,Été,4
2024-07-22,FRUIT004,Grenade,Agrumes,104,4.08,424.32,117.51999999999998,306.8,7,0,0,Été,4
2024-07-23,FRUIT004,Grenade,Agrumes,39,4.08,159.12,44.06999999999999,115.05000000000001,7,1,0,Été,4
2024-07-24,FRUIT004,Grenade,Agrumes,58,4.08,236.64000000000001,65.53999999999999,171.10000000000002,7,2,0,Été,4
2024-07-25,FRUIT004,Grenade,Agrumes,8,4.08,32.64,9.04,23.6,7,3,0,Été,4
2024-07-26,FRUIT004,Grenade,Agrumes,154,4.08,628.32,174.01999999999998,454.30000000000007,7,4,0,Été,4
2024-07-27,FRUIT004,Grenade,Agrumes,135,4.08,550.8,152.54999999999998,398.25,7,5,1,Été,4
2024-07-28,FRUIT004,Grenade,Agrumes,55,4.08,224.4,62.14999999999999,162.25,7,6,1,Été,4
2024-07-29,FRUIT004,Grenade,Agrumes,45,4.08,183.6,50.849999999999994,132.75,7,0,0,Été,4
2024-07-30,FRUIT004,Grenade,Agrumes,131,4.08,534.48,148.02999999999997,386.45000000000005,7,1,0,Été,4
2024-07-31,FRUIT004,Grenade,Agrumes,80,4.08,326.4,90.39999999999999,236.0,7,2,0,Été,4
2024-08-01,FRUIT004,Grenade,Agrumes,48,4.08,195.84,54.239999999999995,141.60000000000002,8,3,0,Été,4
2024-08-02,FRUIT004,Grenade,Agrumes,21,4.08,85.68,23.729999999999997,61.95000000000001,8,4,0,Été,4
2024-08-03,FRUIT004,Grenade,Agrumes,65,4.08,265.2,73.44999999999999,191.75,8,5,1,Été,4
2024-08-04,FRUIT004,Grenade,Agrumes,66,4.08,269.28000000000003,74.58,194.70000000000005,8,6,1,Été,4
2024-08-05,FRUIT004,Grenade,Agrumes,59,4.08,240.72,66.66999999999999,174.05,8,0,0,Été,4
2024-08-06,FRUIT004,Grenade,Agrumes,97,4.08,395.76,109.60999999999999,286.15,8,1,0,Été,4
2024-08-07,FRUIT004,Grenade,Agrumes,1,4.08,4.08,1.13,2.95,8,2,0,Été,4
2024-08-08,FRUIT004,Grenade,Agrumes,51,4.08,208.08,57.629999999999995,150.45000000000002,8,3,0,Été,4
2024-08-09,FRUIT004,Grenade,Agrumes,44,4.08,179.52,49.72,129.8,8,4,0,Été,4
2024-08-10,FRUIT004,Grenade,Agrumes,27,4.08,110.16,30.509999999999998,79.65,8,5,1,Été,4
2024-08-11,FRUIT004,Grenade,Agrumes,87,4.08,354.96,98.30999999999999,256.65,8,6,1,Été,4
2024-08-12,FRUIT004,Grenade,Agrumes,42,4.08,171.36,47.459999999999994,123.90000000000002,8,0,0,Été,4
2024-08-13,FRUIT004,Grenade,Agrumes,36,4.08,146.88,40.67999999999999,106.2,8,1,0,Été,4
2024-08-14,FRUIT004,Grenade,Agrumes,48,4.08,195.84,54.239999999999995,141.60000000000002,8,2,0,Été,4
2024-08-15,FRUIT004,Grenade,Agrumes,107,4.08,436.56,120.90999999999998,315.65000000000003,8,3,0,Été,4
2024-08-16,FRUIT004,Grenade,Agrumes,42,4.08,171.36,47.459999999999994,123.90000000000002,8,4,0,Été,4
2024-08-17,FRUIT004,Grenade,Agrumes,31,4.08,126.48,35.029999999999994,91.45000000000002,8,5,1,Été,4
2024-08-18,FRUIT004,Grenade,Agrumes,49,4.08,199.92000000000002,55.37,144.55,8,6,1,Été,4
2024-08-19,FRUIT004,Grenade,Agrumes,36,4.08,146.88,40.67999999999999,106.2,8,0,0,Été,4
2024-08-20,FRUIT004,Grenade,Agrumes,34,4.08,138.72,38.419999999999995,100.30000000000001,8,1,0,Été,4
2024-08-21,FRUIT004,Grenade,Agrumes,19,4.08,77.52,21.47,56.05,8,2,0,Été,4
2024-08-22,FRUIT004,Grenade,Agrumes,109,4.08,444.72,123.16999999999999,321.55000000000007,8,3,0,Été,4
2024-08-23,FRUIT004,Grenade,Agrumes,97,4.08,395.76,109.60999999999999,286.15,8,4,0,Été,4
2024-08-24,FRUIT004,Grenade,Agrumes,34,4.08,138.72,38.419999999999995,100.30000000000001,8,5,1,Été,4
2024-08-25,FRUIT004,Grenade,Agrumes,48,4.08,195.84,54.239999999999995,141.60000000000002,8,6,1,Été,4
2024-08-26,FRUIT004,Grenade,Agrumes,63,4.08,257.04,71.19,185.85000000000002,8,0,0,Été,4
2024-08-27,FRUIT004,Grenade,Agrumes,42,4.08,171.36,47.459999999999994,123.90000000000002,8,1,0,Été,4
2024-08-28,FRUIT004,Grenade,Agrumes,48,4.08,195.84,54.239999999999995,141.60000000000002,8,2,0,Été,4
2024-08-29,FRUIT004,Grenade,Agrumes,38,4.08,155.04,42.94,112.1,8,3,0,Été,4
2024-08-30,FRUIT004,Grenade,Agrumes,28,4.08,114.24000000000001,31.639999999999997,82.60000000000001,8,4,0,Été,4
2024-08-31,FRUIT004,Grenade,Agrumes,22,4.08,89.76,24.86,64.9,8,5,1,Été,4
2024-09-01,FRUIT004,Grenade,Agrumes,32,4.08,130.56,36.16,94.4,9,6,1,Automne,4
2024-09-02,FRUIT004,Grenade,Agrumes,47,4.08,191.76,53.10999999999999,138.65,9,0,0,Automne,4
2024-09-03,FRUIT004,Grenade,Agrumes,39,4.08,159.12,44.06999999999999,115.05000000000001,9,1,0,Automne,4
2024-09-04,FRUIT004,Grenade,Agrumes,30,4.08,122.4,33.9,88.5,9,2,0,Automne,4
2024-09-05,FRUIT004,Grenade,Agrumes,19,4.08,77.52,21.47,56.05,9,3,0,Automne,4
2024-09-06,FRUIT004,Grenade,Agrumes,11,4.08,44.88,12.43,32.45,9,4,0,Automne,4
2024-09-07,FRUIT004,Grenade,Agrumes,22,4.08,89.76,24.86,64.9,9,5,1,Automne,4
2024-09-08,FRUIT004,Grenade,Agrumes,33,4.08,134.64000000000001,37.29,97.35000000000002,9,6,1,Automne,4
2024-09-09,FRUIT004,Grenade,Agrumes,24,4.08,97.92,27.119999999999997,70.80000000000001,9,0,0,Automne,4
2024-09-10,FRUIT004,Grenade,Agrumes,43,4.08,175.44,48.589999999999996,126.85,9,1,0,Automne,4
2024-09-11,FRUIT004,Grenade,Agrumes,50,4.08,204.0,56.49999999999999,147.5,9,2,0,Automne,4
2024-09-12,FRUIT004,Grenade,Agrumes,9,4.08,36.72,10.169999999999998,26.55,9,3,0,Automne,4
2024-09-13,FRUIT004,Grenade,Agrumes,61,4.08,248.88,68.92999999999999,179.95,9,4,0,Automne,4
2024-09-14,FRUIT004,Grenade,Agrumes,79,4.08,322.32,89.27,233.05,9,5,1,Automne,4
2024-09-15,FRUIT004,Grenade,Agrumes,103,4.08,420.24,116.38999999999999,303.85,9,6,1,Automne,4
2024-09-16,FRUIT004,Grenade,Agrumes,83,4.08,338.64,93.78999999999999,244.85,9,0,0,Automne,4
2024-09-17,FRUIT004,Grenade,Agrumes,30,4.08,122.4,33.9,88.5,9,1,0,Automne,4
2024-09-18,FRUIT004,Grenade,Agrumes,24,4.08,97.92,27.119999999999997,70.80000000000001,9,2,0,Automne,4
2024-09-19,FRUIT004,Grenade,Agrumes,63,4.08,257.04,71.19,185.85000000000002,9,3,0,Automne,4
2024-09-20,FRUIT004,Grenade,Agrumes,25,4.08,102.0,28.249999999999996,73.75,9,4,0,Automne,4
2024-09-21,FRUIT004,Grenade,Agrumes,15,4.08,61.2,16.95,44.25,9,5,1,Automne,4
2024-09-22,FRUIT004,Grenade,Agrumes,105,4.08,428.40000000000003,118.64999999999999,309.75000000000006,9,6,1,Automne,4
2024-09-23,FRUIT004,Grenade,Agrumes,28,4.08,114.24000000000001,31.639999999999997,82.60000000000001,9,0,0,Automne,4
2024-09-24,FRUIT004,Grenade,Agrumes,40,4.08,163.2,45.199999999999996,118.0,9,1,0,Automne,4
2024-09-25,FRUIT004,Grenade,Agrumes,38,4.08,155.04,42.94,112.1,9,2,0,Automne,4
2024-09-26,FRUIT004,Grenade,Agrumes,33,4.08,134.64000000000001,37.29,97.35000000000002,9,3,0,Automne,4
2024-09-27,FRUIT004,Grenade,Agrumes,29,4.08,118.32000000000001,32.769999999999996,85.55000000000001,9,4,0,Automne,4
2024-09-28,FRUIT004,Grenade,Agrumes,81,4.08,330.48,91.52999999999999,238.95000000000005,9,5,1,Automne,4
2024-09-29,FRUIT004,Grenade,Agrumes,39,4.08,159.12,44.06999999999999,115.05000000000001,9,6,1,Automne,4
2024-09-30,FRUIT004,Grenade,Agrumes,47,4.08,191.76,53.10999999999999,138.65,9,0,0,Automne,4
2024-10-01,FRUIT004,Grenade,Agrumes,34,4.08,138.72,38.419999999999995,100.30000000000001,10,1,0,Automne,4
2024-10-02,FRUIT004,Grenade,Agrumes,50,4.08,204.0,56.49999999999999,147.5,10,2,0,Automne,4
2024-10-03,FRUIT004,Grenade,Agrumes,0,4.08,0.0,0.0,0.0,10,3,0,Automne,4
2024-10-04,FRUIT004,Grenade,Agrumes,59,4.08,240.72,66.66999999999999,174.05,10,4,0,Automne,4
2024-10-05,FRUIT004,Grenade,Agrumes,0,4.08,0.0,0.0,0.0,10,5,1,Automne,4
2024-10-06,FRUIT004,Grenade,Agrumes,31,4.08,126.48,35.029999999999994,91.45000000000002,10,6,1,Automne,4
2024-10-07,FRUIT004,Grenade,Agrumes,27,4.08,110.16,30.509999999999998,79.65,10,0,0,Automne,4
2024-10-08,FRUIT004,Grenade,Agrumes,61,4.08,248.88,68.92999999999999,179.95,10,1,0,Automne,4
2024-10-09,FRUIT004,Grenade,Agrumes,69,4.08,281.52,77.97,203.54999999999998,10,2,0,Automne,4
2024-10-10,FRUIT004,Grenade,Agrumes,84,4.08,342.72,94.91999999999999,247.80000000000004,10,3,0,Automne,4
2024-10-11,FRUIT004,Grenade,Agrumes,17,4.08,69.36,19.209999999999997,50.150000000000006,10,4,0,Automne,4
2024-10-12,FRUIT004,Grenade,Agrumes,47,4.08,191.76,53.10999999999999,138.65,10,5,1,Automne,4
2024-10-13,FRUIT004,Grenade,Agrumes,21,4.08,85.68,23.729999999999997,61.95000000000001,10,6,1,Automne,4
2024-10-14,FRUIT004,Grenade,Agrumes,51,4.08,208.08,57.629999999999995,150.45000000000002,10,0,0,Automne,4
2024-10-15,FRUIT004,Grenade,Agrumes,89,4.08,363.12,100.57,262.55,10,1,0,Automne,4
2024-10-16,FRUIT004,Grenade,Agrumes,42,4.08,171.36,47.459999999999994,123.90000000000002,10,2,0,Automne,4
2024-10-17,FRUIT004,Grenade,Agrumes,54,4.08,220.32,61.019999999999996,159.3,10,3,0,Automne,4
2024-10-18,FRUIT004,Grenade,Agrumes,56,4.08,228.48000000000002,63.279999999999994,165.20000000000002,10,4,0,Automne,4
2024-10-19,FRUIT004,Grenade,Agrumes,42,4.08,171.36,47.459999999999994,123.90000000000002,10,5,1,Automne,4
2024-10-20,FRUIT004,Grenade,Agrumes,50,4.08,204.0,56.49999999999999,147.5,10,6,1,Automne,4
2024-10-21,FRUIT004,Grenade,Agrumes,2,4.08,8.16,2.26,5.9,10,0,0,Automne,4
2024-10-22,FRUIT004,Grenade,Agrumes,30,4.08,122.4,33.9,88.5,10,1,0,Automne,4
2024-10-23,FRUIT004,Grenade,Agrumes,32,4.08,130.56,36.16,94.4,10,2,0,Automne,4
2024-10-24,FRUIT004,Grenade,Agrumes,43,4.08,175.44,48.589999999999996,126.85,10,3,0,Automne,4
2024-10-25,FRUIT004,Grenade,Agrumes,55,4.08,224.4,62.14999999999999,162.25,10,4,0,Automne,4
2024-10-26,FRUIT004,Grenade,Agrumes,17,4.08,69.36,19.209999999999997,50.150000000000006,10,5,1,Automne,4
2024-10-27,FRUIT004,Grenade,Agrumes,66,4.08,269.28000000000003,74.58,194.70000000000005,10,6,1,Automne,4
2024-10-28,FRUIT004,Grenade,Agrumes,35,4.08,142.8,39.55,103.25000000000001,10,0,0,Automne,4
2024-10-29,FRUIT004,Grenade,Agrumes,74,4.08,301.92,83.61999999999999,218.3,10,1,0,Automne,4
2024-10-30,FRUIT004,Grenade,Agrumes,21,4.08,85.68,23.729999999999997,61.95000000000001,10,2,0,Automne,4
2024-10-31,FRUIT004,Grenade,Agrumes,23,4.08,93.84,25.99,67.85000000000001,10,3,0,Automne,4
2024-11-01,FRUIT004,Grenade,Agrumes,52,4.08,212.16,58.75999999999999,153.4,11,4,0,Automne,4
2024-11-02,FRUIT004,Grenade,Agrumes,72,4.08,293.76,81.35999999999999,212.4,11,5,1,Automne,4
2024-11-03,FRUIT004,Grenade,Agrumes,32,4.08,130.56,36.16,94.4,11,6,1,Automne,4
2024-11-04,FRUIT004,Grenade,Agrumes,3,4.08,12.24,3.3899999999999997,8.850000000000001,11,0,0,Automne,4
2024-11-05,FRUIT004,Grenade,Agrumes,34,4.08,138.72,38.419999999999995,100.30000000000001,11,1,0,Automne,4
2024-11-06,FRUIT004,Grenade,Agrumes,26,4.08,106.08,29.379999999999995,76.7,11,2,0,Automne,4
2024-11-07,FRUIT004,Grenade,Agrumes,51,4.08,208.08,57.629999999999995,150.45000000000002,11,3,0,Automne,4
2024-11-08,FRUIT004,Grenade,Agrumes,33,4.08,134.64000000000001,37.29,97.35000000000002,11,4,0,Automne,4
2024-11-09,FRUIT004,Grenade,Agrumes,50,4.08,204.0,56.49999999999999,147.5,11,5,1,Automne,4
2024-11-10,FRUIT004,Grenade,Agrumes,39,4.08,159.12,44.06999999999999,115.05000000000001,11,6,1,Automne,4
2024-11-11,FRUIT004,Grenade,Agrumes,30,4.08,122.4,33.9,88.5,11,0,0,Automne,4
2024-11-12,FRUIT004,Grenade,Agrumes,27,4.08,110.16,30.509999999999998,79.65,11,1,0,Automne,4
2024-11-13,FRUIT004,Grenade,Agrumes,31,4.08,126.48,35.029999999999994,91.45000000000002,11,2,0,Automne,4
2024-11-14,FRUIT004,Grenade,Agrumes,78,4.08,318.24,88.13999999999999,230.10000000000002,11,3,0,Automne,4
2024-11-15,FRUIT004,Grenade,Agrumes,80,4.08,326.4,90.39999999999999,236.0,11,4,0,Automne,4
2024-11-16,FRUIT004,Grenade,Agrumes,41,4.08,167.28,46.33,120.95,11,5,1,Automne,4
2024-11-17,FRUIT004,Grenade,Agrumes,58,4.08,236.64000000000001,65.53999999999999,171.10000000000002,11,6,1,Automne,4
2024-11-18,FRUIT004,Grenade,Agrumes,24,4.08,97.92,27.119999999999997,70.80000000000001,11,0,0,Automne,4
2024-11-19,FRUIT004,Grenade,Agrumes,38,4.08,155.04,42.94,112.1,11,1,0,Automne,4
2024-11-20,FRUIT004,Grenade,Agrumes,50,4.08,204.0,56.49999999999999,147.5,11,2,0,Automne,4
2024-11-21,FRUIT004,Grenade,Agrumes,37,4.08,150.96,41.809999999999995,109.15,11,3,0,Automne,4
2024-11-22,FRUIT004,Grenade,Agrumes,35,4.08,142.8,39.55,103.25000000000001,11,4,0,Automne,4
2024-11-23,FRUIT004,Grenade,Agrumes,36,4.08,146.88,40.67999999999999,106.2,11,5,1,Automne,4
2024-11-24,FRUIT004,Grenade,Agrumes,73,4.08,297.84000000000003,82.49,215.35000000000002,11,6,1,Automne,4
2024-11-25,FRUIT004,Grenade,Agrumes,5,4.08,20.4,5.6499999999999995,14.75,11,0,0,Automne,4
2024-11-26,FRUIT004,Grenade,Agrumes,83,4.08,338.64,93.78999999999999,244.85,11,1,0,Automne,4
2024-11-27,FRUIT004,Grenade,Agrumes,41,4.08,167.28,46.33,120.95,11,2,0,Automne,4
2024-11-28,FRUIT004,Grenade,Agrumes,51,4.08,208.08,57.629999999999995,150.45000000000002,11,3,0,Automne,4
2024-11-29,FRUIT004,Grenade,Agrumes,15,4.08,61.2,16.95,44.25,11,4,0,Automne,4
2024-11-30,FRUIT004,Grenade,Agrumes,47,4.08,191.76,53.10999999999999,138.65,11,5,1,Automne,4
2024-12-01,FRUIT004,Grenade,Agrumes,69,4.08,281.52,77.97,203.54999999999998,12,6,1,Hiver,4
2024-12-02,FRUIT004,Grenade,Agrumes,0,4.08,0.0,0.0,0.0,12,0,0,Hiver,4
2024-12-03,FRUIT004,Grenade,Agrumes,17,4.08,69.36,19.209999999999997,50.150000000000006,12,1,0,Hiver,4
2024-12-04,FRUIT004,Grenade,Agrumes,16,4.08,65.28,18.08,47.2,12,2,0,Hiver,4
2024-12-05,FRUIT004,Grenade,Agrumes,19,4.08,77.52,21.47,56.05,12,3,0,Hiver,4
2024-12-06,FRUIT004,Grenade,Agrumes,20,4.08,81.6,22.599999999999998,59.0,12,4,0,Hiver,4
2024-12-07,FRUIT004,Grenade,Agrumes,33,4.08,134.64000000000001,37.29,97.35000000000002,12,5,1,Hiver,4
2024-12-08,FRUIT004,Grenade,Agrumes,129,4.08,526.32,145.76999999999998,380.55000000000007,12,6,1,Hiver,4
2024-12-09,FRUIT004,Grenade,Agrumes,28,4.08,114.24000000000001,31.639999999999997,82.60000000000001,12,0,0,Hiver,4
2024-12-10,FRUIT004,Grenade,Agrumes,11,4.08,44.88,12.43,32.45,12,1,0,Hiver,4
2024-12-11,FRUIT004,Grenade,Agrumes,11,4.08,44.88,12.43,32.45,12,2,0,Hiver,4
2024-12-12,FRUIT004,Grenade,Agrumes,21,4.08,85.68,23.729999999999997,61.95000000000001,12,3,0,Hiver,4
2024-12-13,FRUIT004,Grenade,Agrumes,18,4.08,73.44,20.339999999999996,53.1,12,4,0,Hiver,4
2024-12-14,FRUIT004,Grenade,Agrumes,7,4.08,28.560000000000002,7.909999999999999,20.650000000000002,12,5,1,Hiver,4
2024-12-15,FRUIT004,Grenade,Agrumes,34,4.08,138.72,38.419999999999995,100.30000000000001,12,6,1,Hiver,4
2024-12-16,FRUIT004,Grenade,Agrumes,51,4.08,208.08,57.629999999999995,150.45000000000002,12,0,0,Hiver,4
2024-12-17,FRUIT004,Grenade,Agrumes,38,4.08,155.04,42.94,112.1,12,1,0,Hiver,4
2024-12-18,FRUIT004,Grenade,Agrumes,19,4.08,77.52,21.47,56.05,12,2,0,Hiver,4
2024-12-19,FRUIT004,Grenade,Agrumes,30,4.08,122.4,33.9,88.5,12,3,0,Hiver,4
2024-12-20,FRUIT004,Grenade,Agrumes,50,4.08,204.0,56.49999999999999,147.5,12,4,0,Hiver,4
2024-12-21,FRUIT004,Grenade,Agrumes,111,4.08,452.88,125.42999999999999,327.45,12,5,1,Hiver,4
2024-12-22,FRUIT004,Grenade,Agrumes,0,4.08,0.0,0.0,0.0,12,6,1,Hiver,4
2024-12-23,FRUIT004,Grenade,Agrumes,8,4.08,32.64,9.04,23.6,12,0,0,Hiver,4
2024-12-24,FRUIT004,Grenade,Agrumes,95,4.08,387.6,107.35,280.25,12,1,0,Hiver,4
2024-12-25,FRUIT004,Grenade,Agrumes,76,4.08,310.08,85.88,224.2,12,2,0,Hiver,4
2024-12-26,FRUIT004,Grenade,Agrumes,42,4.08,171.36,47.459999999999994,123.90000000000002,12,3,0,Hiver,4
2024-12-27,FRUIT004,Grenade,Agrumes,6,4.08,24.48,6.779999999999999,17.700000000000003,12,4,0,Hiver,4
2024-12-28,FRUIT004,Grenade,Agrumes,44,4.08,179.52,49.72,129.8,12,5,1,Hiver,4
2024-12-29,FRUIT004,Grenade,Agrumes,73,4.08,297.84000000000003,82.49,215.35000000000002,12,6,1,Hiver,4
2024-12-30,FRUIT004,Grenade,Agrumes,47,4.08,191.76,53.10999999999999,138.65,12,0,0,Hiver,4
2024-12-31,FRUIT004,Grenade,Agrumes,39,4.08,159.12,44.06999999999999,115.05000000000001,12,1,0,Hiver,4
2023-01-01,FRUIT005,Myrtilles,Agrumes,17,5.54,94.18,25.33,68.85000000000001,1,6,1,Hiver,8
2023-01-02,FRUIT005,Myrtilles,Agrumes,5,5.54,27.7,7.45,20.25,1,0,0,Hiver,8
2023-01-03,FRUIT005,Myrtilles,Agrumes,11,5.54,60.94,16.39,44.55,1,1,0,Hiver,8
2023-01-04,FRUIT005,Myrtilles,Agrumes,50,5.54,277.0,74.5,202.5,1,2,0,Hiver,8
2023-01-05,FRUIT005,Myrtilles,Agrumes,51,5.54,282.54,75.99,206.55,1,3,0,Hiver,8
2023-01-06,FRUIT005,Myrtilles,Agrumes,7,5.54,38.78,10.43,28.35,1,4,0,Hiver,8
2023-01-07,FRUIT005,Myrtilles,Agrumes,33,5.54,182.82,49.17,133.64999999999998,1,5,1,Hiver,8
2023-01-08,FRUIT005,Myrtilles,Agrumes,39,5.54,216.06,58.11,157.95,1,6,1,Hiver,8
2023-01-09,FRUIT005,Myrtilles,Agrumes,10,5.54,55.4,14.9,40.5,1,0,0,Hiver,8
2023-01-10,FRUIT005,Myrtilles,Agrumes,27,5.54,149.58,40.23,109.35000000000002,1,1,0,Hiver,8
2023-01-11,FRUIT005,Myrtilles,Agrumes,58,5.54,321.32,86.42,234.89999999999998,1,2,0,Hiver,8
2023-01-12,FRUIT005,Myrtilles,Agrumes,28,5.54,155.12,41.72,113.4,1,3,0,Hiver,8
2023-01-13,FRUIT005,Myrtilles,Agrumes,62,5.54,343.48,92.38,251.10000000000002,1,4,0,Hiver,8
2023-01-14,FRUIT005,Myrtilles,Agrumes,30,5.54,166.2,44.7,121.49999999999999,1,5,1,Hiver,8
2023-01-15,FRUIT005,Myrtilles,Agrumes,22,5.54,121.88,32.78,89.1,1,6,1,Hiver,8
2023-01-16,FRUIT005,Myrtilles,Agrumes,7,5.54,38.78,10.43,28.35,1,0,0,Hiver,8
2023-01-17,FRUIT005,Myrtilles,Agrumes,34,5.54,188.36,50.66,137.70000000000002,1,1,0,Hiver,8
2023-01-18,FRUIT005,Myrtilles,Agrumes,9,5.54,49.86,13.41,36.45,1,2,0,Hiver,8
2023-01-19,FRUIT005,Myrtilles,Agrumes,18,5.54,99.72,26.82,72.9,1,3,0,Hiver,8
2023-01-20,FRUIT005,Myrtilles,Agrumes,45,5.54,249.3,67.05,182.25,1,4,0,Hiver,8
2023-01-21,FRUIT005,Myrtilles,Agrumes,66,5.54,365.64,98.34,267.29999999999995,1,5,1,Hiver,8
2023-01-22,FRUIT005,Myrtilles,Agrumes,30,5.54,166.2,44.7,121.49999999999999,1,6,1,Hiver,8
2023-01-23,FRUIT005,Myrtilles,Agrumes,18,5.54,99.72,26.82,72.9,1,0,0,Hiver,8
2023-01-24,FRUIT005,Myrtilles,Agrumes,34,5.54,188.36,50.66,137.70000000000002,1,1,0,Hiver,8
2023-01-25,FRUIT005,Myrtilles,Agrumes,14,5.54,77.56,20.86,56.7,1,2,0,Hiver,8
2023-01-26,FRUIT005,Myrtilles,Agrumes,32,5.54,177.28,47.68,129.6,1,3,0,Hiver,8
2023-01-27,FRUIT005,Myrtilles,Agrumes,14,5.54,77.56,20.86,56.7,1,4,0,Hiver,8
2023-01-28,FRUIT005,Myrtilles,Agrumes,37,5.54,204.98,55.13,149.85,1,5,1,Hiver,8
2023-01-29,FRUIT005,Myrtilles,Agrumes,52,5.54,288.08,77.48,210.59999999999997,1,6,1,Hiver,8
2023-01-30,FRUIT005,Myrtilles,Agrumes,54,5.54,299.16,80.46,218.70000000000005,1,0,0,Hiver,8
2023-01-31,FRUIT005,Myrtilles,Agrumes,17,5.54,94.18,25.33,68.85000000000001,1,1,0,Hiver,8
2023-02-01,FRUIT005,Myrtilles,Agrumes,85,5.54,470.9,126.65,344.25,2,2,0,Hiver,8
2023-02-02,FRUIT005,Myrtilles,Agrumes,34,5.54,188.36,50.66,137.70000000000002,2,3,0,Hiver,8
2023-02-03,FRUIT005,Myrtilles,Agrumes,34,5.54,188.36,50.66,137.70000000000002,2,4,0,Hiver,8
2023-02-04,FRUIT005,Myrtilles,Agrumes,6,5.54,33.24,8.94,24.300000000000004,2,5,1,Hiver,8
2023-02-05,FRUIT005,Myrtilles,Agrumes,50,5.54,277.0,74.5,202.5,2,6,1,Hiver,8
2023-02-06,FRUIT005,Myrtilles,Agrumes,25,5.54,138.5,37.25,101.25,2,0,0,Hiver,8
2023-02-07,FRUIT005,Myrtilles,Agrumes,15,5.54,83.1,22.35,60.74999999999999,2,1,0,Hiver,8
2023-02-08,FRUIT005,Myrtilles,Agrumes,51,5.54,282.54,75.99,206.55,2,2,0,Hiver,8
2023-02-09,FRUIT005,Myrtilles,Agrumes,49,5.54,271.46,73.01,198.45,2,3,0,Hiver,8
2023-02-10,FRUIT005,Myrtilles,Agrumes,23,5.54,127.42,34.27,93.15,2,4,0,Hiver,8
2023-02-11,FRUIT005,Myrtilles,Agrumes,72,5.54,398.88,107.28,291.6,2,5,1,Hiver,8
2023-02-12,FRUIT005,Myrtilles,Agrumes,46,5.54,254.84,68.54,186.3,2,6,1,Hiver,8
2023-02-13,FRUIT005,Myrtilles,Agrumes,16,5.54,88.64,23.84,64.8,2,0,0,Hiver,8
2023-02-14,FRUIT005,Myrtilles,Agrumes,16,5.54,88.64,23.84,64.8,2,1,0,Hiver,8
2023-02-15,FRUIT005,Myrtilles,Agrumes,5,5.54,27.7,7.45,20.25,2,2,0,Hiver,8
2023-02-16,FRUIT005,Myrtilles,Agrumes,0,5.54,0.0,0.0,0.0,2,3,0,Hiver,8
2023-02-17,FRUIT005,Myrtilles,Agrumes,14,5.54,77.56,20.86,56.7,2,4,0,Hiver,8
2023-02-18,FRUIT005,Myrtilles,Agrumes,25,5.54,138.5,37.25,101.25,2,5,1,Hiver,8
2023-02-19,FRUIT005,Myrtilles,Agrumes,46,5.54,254.84,68.54,186.3,2,6,1,Hiver,8
2023-02-20,FRUIT005,Myrtilles,Agrumes,42,5.54,232.68,62.58,170.10000000000002,2,0,0,Hiver,8
2023-02-21,FRUIT005,Myrtilles,Agrumes,45,5.54,249.3,67.05,182.25,2,1,0,Hiver,8
2023-02-22,FRUIT005,Myrtilles,Agrumes,12,5.54,66.48,17.88,48.60000000000001,2,2,0,Hiver,8
2023-02-23,FRUIT005,Myrtilles,Agrumes,12,5.54,66.48,17.88,48.60000000000001,2,3,0,Hiver,8
2023-02-24,FRUIT005,Myrtilles,Agrumes,10,5.54,55.4,14.9,40.5,2,4,0,Hiver,8
2023-02-25,FRUIT005,Myrtilles,Agrumes,6,5.54,33.24,8.94,24.300000000000004,2,5,1,Hiver,8
2023-02-26,FRUIT005,Myrtilles,Agrumes,27,5.54,149.58,40.23,109.35000000000002,2,6,1,Hiver,8
