date,product_id,current_stock,reorder_level,reorder_quantity,lead_time_days,shelf_life_days
2023-12-20,FRUIT003,61,6,32,2,6
2023-12-21,FRUIT003,28,12,36,4,6
2023-12-22,FRUIT003,73,17,39,1,6
2023-12-23,FRUIT003,41,19,71,5,6
2023-12-24,FRUIT003,60,5,62,3,6
2023-12-25,FRUIT003,71,16,47,3,6
2023-12-26,FRUIT003,57,16,76,3,6
2023-12-27,FRUIT003,57,17,54,4,6
2023-12-28,FRUIT003,55,11,79,4,6
2023-12-29,FRUIT003,75,11,79,2,6
2023-12-30,FRUIT003,76,20,60,4,6
2023-12-31,FRUIT003,63,6,36,2,6
2024-01-01,FRUIT003,36,20,38,1,6
2024-01-02,FRUIT003,34,7,46,2,6
2024-01-03,FRUIT003,64,12,80,1,6
2024-01-04,FRUIT003,68,5,42,2,6
2024-01-05,FRUIT003,69,20,77,3,6
2024-01-06,FRUIT003,39,11,72,5,6
2024-01-07,FRUIT003,53,18,47,1,6
2024-01-08,FRUIT003,49,19,32,2,6
2024-01-09,FRUIT003,43,16,58,5,6
2024-01-10,FRUIT003,43,20,47,1,6
2024-01-11,FRUIT003,36,19,49,3,6
2024-01-12,FRUIT003,31,6,32,5,6
2024-01-13,FRUIT003,52,12,60,2,6
2024-01-14,FRUIT003,78,8,48,5,6
2024-01-15,FRUIT003,48,7,49,3,6
2024-01-16,FRUIT003,78,19,51,4,6
2024-01-17,FRUIT003,57,17,52,4,6
2024-01-18,FRUIT003,50,20,35,5,6
2024-01-19,FRUIT003,60,6,37,3,6
2024-01-20,FRUIT003,41,18,38,5,6
2024-01-21,FRUIT003,72,13,51,2,6
2024-01-22,FRUIT003,52,15,53,3,6
2024-01-23,FRUIT003,57,12,77,4,6
2024-01-24,FRUIT003,32,6,51,4,6
2024-01-25,FRUIT003,59,5,75,2,6
2024-01-26,FRUIT003,61,12,69,1,6
2024-01-27,FRUIT003,41,18,74,5,6
2024-01-28,FRUIT003,42,7,41,5,6
2024-01-29,FRUIT003,36,15,30,4,6
2024-01-30,FRUIT003,52,9,45,2,6
2024-01-31,FRUIT003,59,13,79,1,6
2024-02-01,FRUIT003,72,12,49,5,6
2024-02-02,FRUIT003,41,19,66,1,6
2024-02-03,FRUIT003,41,10,59,3,6
2024-02-04,FRUIT003,46,9,48,1,6
2024-02-05,FRUIT003,53,16,43,2,6
2024-02-06,FRUIT003,64,11,32,4,6
2024-02-07,FRUIT003,50,11,72,1,6
2024-02-08,FRUIT003,32,18,71,3,6
2024-02-09,FRUIT003,63,8,47,2,6
2024-02-10,FRUIT003,53,20,53,1,6
2024-02-11,FRUIT003,30,20,36,3,6
2024-02-12,FRUIT003,40,9,76,1,6
2024-02-13,FRUIT003,37,10,57,5,6
2024-02-14,FRUIT003,36,13,76,3,6
2024-02-15,FRUIT003,75,7,57,5,6
2024-02-16,FRUIT003,71,18,32,1,6
2024-02-17,FRUIT003,47,19,70,3,6
2024-02-18,FRUIT003,61,13,70,2,6
2024-02-19,FRUIT003,49,19,52,3,6
2024-02-20,FRUIT003,43,16,57,2,6
2024-02-21,FRUIT003,33,14,67,2,6
2024-02-22,FRUIT003,39,17,80,3,6
2024-02-23,FRUIT003,59,14,52,4,6
2024-02-24,FRUIT003,74,15,45,5,6
2024-02-25,FRUIT003,52,11,77,3,6
2024-02-26,FRUIT003,61,19,50,3,6
2024-02-27,FRUIT003,51,19,76,1,6
2024-02-28,FRUIT003,55,7,62,5,6
2024-02-29,FRUIT003,34,7,79,2,6
2024-03-01,FRUIT003,38,5,35,4,6
2024-03-02,FRUIT003,36,20,62,3,6
2024-03-03,FRUIT003,38,13,59,2,6
2024-03-04,FRUIT003,49,20,31,4,6
2024-03-05,FRUIT003,29,9,56,1,6
2024-03-06,FRUIT003,41,6,77,4,6
2024-03-07,FRUIT003,77,20,57,5,6
2024-03-08,FRUIT003,29,15,47,3,6
2024-03-09,FRUIT003,76,17,47,2,6
2024-03-10,FRUIT003,32,9,40,1,6
2024-03-11,FRUIT003,42,20,32,1,6
2024-03-12,FRUIT003,35,11,71,3,6
2024-03-13,FRUIT003,33,6,30,1,6
2024-03-14,FRUIT003,54,20,55,3,6
2024-03-15,FRUIT003,52,11,41,2,6
2024-03-16,FRUIT003,77,12,51,5,6
2024-03-17,FRUIT003,42,16,33,3,6
2024-03-18,FRUIT003,33,12,80,2,6
2024-03-19,FRUIT003,34,14,46,1,6
2024-03-20,FRUIT003,74,13,60,3,6
2024-03-21,FRUIT003,53,18,71,5,6
2024-03-22,FRUIT003,49,10,72,5,6
2024-03-23,FRUIT003,72,7,56,5,6
2024-03-24,FRUIT003,63,8,42,1,6
2024-03-25,FRUIT003,41,6,73,2,6
2024-03-26,FRUIT003,52,18,45,2,6
2024-03-27,FRUIT003,39,19,66,5,6
2024-03-28,FRUIT003,53,17,56,5,6
2024-03-29,FRUIT003,70,20,52,5,6
2024-03-30,FRUIT003,68,18,33,3,6
2024-03-31,FRUIT003,38,19,65,5,6
2024-04-01,FRUIT003,40,16,54,1,6
2024-04-02,FRUIT003,31,11,32,4,6
2024-04-03,FRUIT003,32,12,39,4,6
2024-04-04,FRUIT003,52,18,75,2,6
2024-04-05,FRUIT003,76,20,54,3,6
2024-04-06,FRUIT003,65,18,68,3,6
2024-04-07,FRUIT003,28,15,77,2,6
2024-04-08,FRUIT003,45,13,62,1,6
2024-04-09,FRUIT003,76,5,51,2,6
2024-04-10,FRUIT003,64,9,80,2,6
2024-04-11,FRUIT003,65,12,42,1,6
2024-04-12,FRUIT003,69,17,52,4,6
2024-04-13,FRUIT003,73,14,79,3,6
2024-04-14,FRUIT003,66,16,70,5,6
2024-04-15,FRUIT003,31,11,67,4,6
2024-04-16,FRUIT003,49,9,52,5,6
2024-04-17,FRUIT003,77,10,64,5,6
2024-04-18,FRUIT003,73,7,69,1,6
2024-04-19,FRUIT003,46,5,33,2,6
2024-04-20,FRUIT003,50,13,64,1,6
2024-04-21,FRUIT003,45,16,47,4,6
2024-04-22,FRUIT003,67,18,77,1,6
2024-04-23,FRUIT003,52,15,69,1,6
2024-04-24,FRUIT003,58,14,58,2,6
2024-04-25,FRUIT003,61,9,45,1,6
2024-04-26,FRUIT003,49,15,59,3,6
2024-04-27,FRUIT003,30,7,35,3,6
2024-04-28,FRUIT003,33,20,66,4,6
2024-04-29,FRUIT003,28,14,65,3,6
2024-04-30,FRUIT003,49,7,66,5,6
2024-05-01,FRUIT003,60,15,58,5,6
2024-05-02,FRUIT003,31,7,79,1,6
2024-05-03,FRUIT003,47,8,53,4,6
2024-05-04,FRUIT003,39,10,68,2,6
2024-05-05,FRUIT003,31,5,44,4,6
2024-05-06,FRUIT003,55,10,80,4,6
2024-05-07,FRUIT003,57,11,66,3,6
2024-05-08,FRUIT003,49,7,48,4,6
2024-05-09,FRUIT003,40,17,59,1,6
2024-05-10,FRUIT003,35,17,65,2,6
2024-05-11,FRUIT003,29,12,58,5,6
2024-05-12,FRUIT003,49,13,70,5,6
2024-05-13,FRUIT003,59,20,60,4,6
2024-05-14,FRUIT003,66,9,52,2,6
2024-05-15,FRUIT003,51,10,32,4,6
2024-05-16,FRUIT003,68,6,72,5,6
2024-05-17,FRUIT003,40,11,36,3,6
2024-05-18,FRUIT003,66,10,54,2,6
2024-05-19,FRUIT003,52,6,30,3,6
2024-05-20,FRUIT003,77,10,36,3,6
2024-05-21,FRUIT003,29,17,37,2,6
2024-05-22,FRUIT003,43,13,53,5,6
2024-05-23,FRUIT003,47,9,51,1,6
2024-05-24,FRUIT003,48,19,71,4,6
2024-05-25,FRUIT003,50,10,46,1,6
2024-05-26,FRUIT003,62,15,52,3,6
2024-05-27,FRUIT003,61,10,51,2,6
2024-05-28,FRUIT003,59,12,76,1,6
2024-05-29,FRUIT003,43,13,55,2,6
2024-05-30,FRUIT003,54,9,36,5,6
2024-05-31,FRUIT003,75,8,64,4,6
2024-06-01,FRUIT003,52,9,47,1,6
2024-06-02,FRUIT003,73,9,66,3,6
2024-06-03,FRUIT003,59,20,36,5,6
2024-06-04,FRUIT003,39,14,36,3,6
2024-06-05,FRUIT003,45,8,31,2,6
2024-06-06,FRUIT003,52,17,33,4,6
2024-06-07,FRUIT003,75,15,52,4,6
2024-06-08,FRUIT003,40,14,63,3,6
2024-06-09,FRUIT003,30,8,80,3,6
2024-06-10,FRUIT003,44,18,61,4,6
2024-06-11,FRUIT003,71,5,55,2,6
2024-06-12,FRUIT003,74,16,34,5,6
2024-06-13,FRUIT003,36,8,80,5,6
2024-06-14,FRUIT003,46,5,62,4,6
2024-06-15,FRUIT003,64,18,30,2,6
2024-06-16,FRUIT003,74,18,58,5,6
2024-06-17,FRUIT003,39,13,57,1,6
2024-06-18,FRUIT003,41,11,45,3,6
2024-06-19,FRUIT003,61,17,76,5,6
2024-06-20,FRUIT003,53,18,73,3,6
2024-06-21,FRUIT003,37,19,49,5,6
2024-06-22,FRUIT003,31,8,74,3,6
2024-06-23,FRUIT003,38,9,44,3,6
2024-06-24,FRUIT003,59,18,61,5,6
2024-06-25,FRUIT003,56,11,63,2,6
2024-06-26,FRUIT003,29,18,50,4,6
2024-06-27,FRUIT003,33,9,31,1,6
2024-06-28,FRUIT003,46,16,57,3,6
2024-06-29,FRUIT003,63,9,73,3,6
2024-06-30,FRUIT003,43,5,78,3,6
2024-07-01,FRUIT003,68,5,70,2,6
2024-07-02,FRUIT003,74,15,40,5,6
2024-07-03,FRUIT003,59,13,43,2,6
2024-07-04,FRUIT003,57,12,60,3,6
2024-07-05,FRUIT003,44,16,58,4,6
2024-07-06,FRUIT003,46,11,51,3,6
2024-07-07,FRUIT003,33,11,65,4,6
2024-07-08,FRUIT003,74,10,38,4,6
2024-07-09,FRUIT003,40,5,66,1,6
2024-07-10,FRUIT003,70,15,36,4,6
2024-07-11,FRUIT003,72,6,31,1,6
2024-07-12,FRUIT003,40,18,74,1,6
2024-07-13,FRUIT003,61,10,78,4,6
2024-07-14,FRUIT003,49,8,76,5,6
2024-07-15,FRUIT003,76,6,31,2,6
2024-07-16,FRUIT003,51,11,39,4,6
2024-07-17,FRUIT003,57,5,50,1,6
2024-07-18,FRUIT003,43,13,50,5,6
2024-07-19,FRUIT003,44,11,41,4,6
2024-07-20,FRUIT003,61,14,77,3,6
2024-07-21,FRUIT003,50,16,71,4,6
2024-07-22,FRUIT003,35,20,69,2,6
2024-07-23,FRUIT003,50,15,30,5,6
2024-07-24,FRUIT003,61,18,56,5,6
2024-07-25,FRUIT003,54,17,70,5,6
2024-07-26,FRUIT003,69,7,62,3,6
2024-07-27,FRUIT003,70,18,46,4,6
2024-07-28,FRUIT003,36,19,74,1,6
2024-07-29,FRUIT003,41,12,73,4,6
2024-07-30,FRUIT003,33,14,74,4,6
2024-07-31,FRUIT003,58,20,51,2,6
2024-08-01,FRUIT003,58,19,46,4,6
2024-08-02,FRUIT003,50,13,58,3,6
2024-08-03,FRUIT003,48,13,58,2,6
2024-08-04,FRUIT003,55,19,60,4,6
2024-08-05,FRUIT003,42,15,71,2,6
2024-08-06,FRUIT003,47,11,65,2,6
2024-08-07,FRUIT003,64,16,71,3,6
2024-08-08,FRUIT003,49,15,79,3,6
2024-08-09,FRUIT003,41,7,42,1,6
2024-08-10,FRUIT003,71,9,37,4,6
2024-08-11,FRUIT003,31,12,31,1,6
2024-08-12,FRUIT003,78,11,40,5,6
2024-08-13,FRUIT003,50,16,65,4,6
2024-08-14,FRUIT003,30,13,44,5,6
2024-08-15,FRUIT003,45,9,75,1,6
2024-08-16,FRUIT003,47,8,70,1,6
2024-08-17,FRUIT003,35,12,57,5,6
2024-08-18,FRUIT003,66,17,70,4,6
2024-08-19,FRUIT003,50,20,77,2,6
2024-08-20,FRUIT003,72,19,66,1,6
2024-08-21,FRUIT003,32,12,42,3,6
2024-08-22,FRUIT003,53,15,77,5,6
2024-08-23,FRUIT003,73,10,41,1,6
2024-08-24,FRUIT003,69,17,38,2,6
2024-08-25,FRUIT003,78,16,52,4,6
2024-08-26,FRUIT003,59,13,34,2,6
2024-08-27,FRUIT003,32,14,32,2,6
2024-08-28,FRUIT003,74,9,32,1,6
2024-08-29,FRUIT003,28,15,71,2,6
2024-08-30,FRUIT003,33,8,77,5,6
2024-08-31,FRUIT003,48,8,80,3,6
2024-09-01,FRUIT003,41,7,63,4,6
2024-09-02,FRUIT003,77,14,77,5,6
2024-09-03,FRUIT003,38,16,42,3,6
2024-09-04,FRUIT003,75,13,66,5,6
2024-09-05,FRUIT003,35,16,51,3,6
2024-09-06,FRUIT003,29,13,34,5,6
2024-09-07,FRUIT003,40,16,57,3,6
2024-09-08,FRUIT003,29,16,59,4,6
2024-09-09,FRUIT003,50,12,35,4,6
2024-09-10,FRUIT003,32,6,49,4,6
2024-09-11,FRUIT003,77,9,73,1,6
2024-09-12,FRUIT003,60,11,67,3,6
2024-09-13,FRUIT003,65,11,71,1,6
2024-09-14,FRUIT003,69,7,46,3,6
2024-09-15,FRUIT003,64,20,37,2,6
2024-09-16,FRUIT003,48,20,74,2,6
2024-09-17,FRUIT003,57,10,74,5,6
2024-09-18,FRUIT003,38,13,34,1,6
2024-09-19,FRUIT003,30,9,30,3,6
2024-09-20,FRUIT003,61,13,43,1,6
2024-09-21,FRUIT003,75,12,46,1,6
2024-09-22,FRUIT003,54,14,37,1,6
2024-09-23,FRUIT003,68,14,61,3,6
2024-09-24,FRUIT003,32,8,42,5,6
2024-09-25,FRUIT003,55,9,38,5,6
2024-09-26,FRUIT003,68,6,80,5,6
2024-09-27,FRUIT003,29,15,37,5,6
2024-09-28,FRUIT003,63,17,68,2,6
2024-09-29,FRUIT003,37,12,74,4,6
2024-09-30,FRUIT003,43,9,34,4,6
2024-10-01,FRUIT003,61,13,56,1,6
2024-10-02,FRUIT003,32,6,80,4,6
2024-10-03,FRUIT003,28,17,78,4,6
2024-10-04,FRUIT003,59,5,44,3,6
2024-10-05,FRUIT003,70,17,52,5,6
2024-10-06,FRUIT003,69,5,69,5,6
2024-10-07,FRUIT003,53,10,71,1,6
2024-10-08,FRUIT003,32,6,32,4,6
2024-10-09,FRUIT003,39,18,49,4,6
2024-10-10,FRUIT003,68,15,52,3,6
2024-10-11,FRUIT003,50,9,46,1,6
2024-10-12,FRUIT003,41,19,34,2,6
2024-10-13,FRUIT003,64,19,79,3,6
2024-10-14,FRUIT003,77,14,54,5,6
2024-10-15,FRUIT003,40,12,32,5,6
2024-10-16,FRUIT003,69,6,39,2,6
2024-10-17,FRUIT003,34,15,61,4,6
2024-10-18,FRUIT003,51,19,75,3,6
2024-10-19,FRUIT003,40,6,51,3,6
2024-10-20,FRUIT003,52,8,79,4,6
2024-10-21,FRUIT003,77,17,65,3,6
2024-10-22,FRUIT003,52,11,78,1,6
2024-10-23,FRUIT003,60,13,46,3,6
2024-10-24,FRUIT003,37,13,62,3,6
2024-10-25,FRUIT003,45,17,63,4,6
2024-10-26,FRUIT003,48,11,48,3,6
2024-10-27,FRUIT003,74,9,37,3,6
2024-10-28,FRUIT003,69,9,61,1,6
2024-10-29,FRUIT003,44,14,63,4,6
2024-10-30,FRUIT003,69,20,57,4,6
2024-10-31,FRUIT003,41,18,51,3,6
2024-11-01,FRUIT003,51,14,53,2,6
2024-11-02,FRUIT003,67,5,66,5,6
2024-11-03,FRUIT003,43,7,53,3,6
2024-11-04,FRUIT003,47,16,67,3,6
2024-11-05,FRUIT003,72,9,44,3,6
2024-11-06,FRUIT003,69,16,38,4,6
2024-11-07,FRUIT003,42,6,42,1,6
2024-11-08,FRUIT003,32,10,47,4,6
2024-11-09,FRUIT003,73,15,65,5,6
2024-11-10,FRUIT003,78,13,44,2,6
2024-11-11,FRUIT003,55,18,72,5,6
2024-11-12,FRUIT003,61,9,49,2,6
2024-11-13,FRUIT003,53,12,63,5,6
2024-11-14,FRUIT003,75,5,41,3,6
2024-11-15,FRUIT003,56,5,65,3,6
2024-11-16,FRUIT003,53,8,38,5,6
2024-11-17,FRUIT003,69,19,46,4,6
2024-11-18,FRUIT003,56,16,62,1,6
2024-11-19,FRUIT003,41,14,57,1,6
2024-11-20,FRUIT003,42,17,34,1,6
2024-11-21,FRUIT003,56,6,49,2,6
2024-11-22,FRUIT003,47,14,34,1,6
2024-11-23,FRUIT003,40,18,78,1,6
2024-11-24,FRUIT003,68,11,53,3,6
2024-11-25,FRUIT003,45,11,45,4,6
2024-11-26,FRUIT003,37,7,42,1,6
2024-11-27,FRUIT003,60,5,60,1,6
2024-11-28,FRUIT003,32,16,58,3,6
2024-11-29,FRUIT003,56,14,80,1,6
2024-11-30,FRUIT003,39,6,30,5,6
2024-12-01,FRUIT003,73,15,46,4,6
2024-12-02,FRUIT003,69,16,67,2,6
2024-12-03,FRUIT003,65,10,37,5,6
2024-12-04,FRUIT003,70,7,78,4,6
2024-12-05,FRUIT003,73,7,36,4,6
2024-12-06,FRUIT003,52,18,63,1,6
2024-12-07,FRUIT003,67,17,65,4,6
2024-12-08,FRUIT003,56,6,62,1,6
2024-12-09,FRUIT003,68,12,69,4,6
2024-12-10,FRUIT003,46,7,63,3,6
2024-12-11,FRUIT003,47,5,53,1,6
2024-12-12,FRUIT003,52,5,36,5,6
2024-12-13,FRUIT003,49,6,73,5,6
2024-12-14,FRUIT003,72,9,55,4,6
2024-12-15,FRUIT003,54,5,45,4,6
2024-12-16,FRUIT003,53,7,51,1,6
2024-12-17,FRUIT003,35,8,69,1,6
2024-12-18,FRUIT003,38,19,39,2,6
2024-12-19,FRUIT003,63,6,60,2,6
2024-12-20,FRUIT003,50,20,57,1,6
2024-12-21,FRUIT003,44,12,45,3,6
2024-12-22,FRUIT003,38,8,40,5,6
2024-12-23,FRUIT003,71,8,45,4,6
2024-12-24,FRUIT003,54,11,72,1,6
2024-12-25,FRUIT003,56,13,68,3,6
2024-12-26,FRUIT003,40,17,39,5,6
2024-12-27,FRUIT003,72,5,43,2,6
2024-12-28,FRUIT003,66,8,57,2,6
2024-12-29,FRUIT003,49,11,37,1,6
2024-12-30,FRUIT003,28,16,78,4,6
2024-12-31,FRUIT003,51,9,44,2,6
2023-01-01,FRUIT004,59,18,69,3,4
2023-01-02,FRUIT004,18,11,42,1,4
2023-01-03,FRUIT004,15,5,79,5,4
2023-01-04,FRUIT004,39,10,66,5,4
2023-01-05,FRUIT004,14,6,57,4,4
2023-01-06,FRUIT004,28,14,67,1,4
2023-01-07,FRUIT004,51,17,49,4,4
2023-01-08,FRUIT004,41,19,32,5,4
2023-01-09,FRUIT004,11,5,75,4,4
2023-01-10,FRUIT004,45,9,45,3,4
2023-01-11,FRUIT004,56,20,77,4,4
2023-01-12,FRUIT004,45,15,73,4,4
2023-01-13,FRUIT004,23,9,32,3,4
2023-01-14,FRUIT004,56,10,80,5,4
2023-01-15,FRUIT004,37,13,40,5,4
2023-01-16,FRUIT004,41,20,71,5,4
2023-01-17,FRUIT004,14,11,46,5,4
2023-01-18,FRUIT004,59,9,37,3,4
2023-01-19,FRUIT004,38,12,74,3,4
2023-01-20,FRUIT004,53,12,65,3,4
2023-01-21,FRUIT004,60,6,77,5,4
2023-01-22,FRUIT004,17,10,75,2,4
2023-01-23,FRUIT004,57,19,65,1,4
2023-01-24,FRUIT004,37,13,39,2,4
2023-01-25,FRUIT004,12,17,64,5,4
2023-01-26,FRUIT004,35,16,56,2,4
2023-01-27,FRUIT004,16,20,63,2,4
2023-01-28,FRUIT004,61,6,43,1,4
2023-01-29,FRUIT004,60,10,64,4,4
2023-01-30,FRUIT004,53,16,62,3,4
2023-01-31,FRUIT004,46,11,45,1,4
2023-02-01,FRUIT004,53,6,56,5,4
2023-02-02,FRUIT004,41,17,46,3,4
2023-02-03,FRUIT004,39,9,72,5,4
2023-02-04,FRUIT004,33,9,48,1,4
2023-02-05,FRUIT004,27,13,68,2,4
2023-02-06,FRUIT004,23,11,58,3,4
2023-02-07,FRUIT004,48,19,51,2,4
2023-02-08,FRUIT004,29,5,60,3,4
2023-02-09,FRUIT004,50,8,49,4,4
2023-02-10,FRUIT004,34,19,32,3,4
2023-02-11,FRUIT004,51,20,38,1,4
2023-02-12,FRUIT004,41,15,70,5,4
2023-02-13,FRUIT004,41,9,32,5,4
2023-02-14,FRUIT004,33,5,62,3,4
2023-02-15,FRUIT004,27,12,31,4,4
2023-02-16,FRUIT004,25,18,44,3,4
2023-02-17,FRUIT004,20,17,33,3,4
2023-02-18,FRUIT004,41,16,60,4,4
2023-02-19,FRUIT004,45,7,35,2,4
2023-02-20,FRUIT004,25,17,30,1,4
2023-02-21,FRUIT004,29,9,52,4,4
2023-02-22,FRUIT004,37,12,48,1,4
2023-02-23,FRUIT004,45,15,73,5,4
2023-02-24,FRUIT004,39,7,55,2,4
2023-02-25,FRUIT004,47,8,63,1,4
2023-02-26,FRUIT004,58,12,49,4,4
2023-02-27,FRUIT004,22,13,78,3,4
2023-02-28,FRUIT004,51,12,64,2,4
2023-03-01,FRUIT004,30,19,30,3,4
2023-03-02,FRUIT004,38,13,41,3,4
2023-03-03,FRUIT004,26,16,31,1,4
2023-03-04,FRUIT004,23,13,53,1,4
2023-03-05,FRUIT004,11,18,41,5,4
2023-03-06,FRUIT004,28,6,78,1,4
2023-03-07,FRUIT004,11,17,56,2,4
2023-03-08,FRUIT004,36,15,48,2,4
2023-03-09,FRUIT004,43,8,78,4,4
2023-03-10,FRUIT004,31,14,31,1,4
2023-03-11,FRUIT004,19,5,40,2,4
2023-03-12,FRUIT004,16,15,46,1,4
2023-03-13,FRUIT004,60,15,57,3,4
2023-03-14,FRUIT004,22,14,32,4,4
2023-03-15,FRUIT004,40,19,66,5,4
2023-03-16,FRUIT004,56,17,73,1,4
2023-03-17,FRUIT004,12,20,53,1,4
2023-03-18,FRUIT004,31,6,47,4,4
2023-03-19,FRUIT004,29,5,52,2,4
2023-03-20,FRUIT004,11,8,37,4,4
2023-03-21,FRUIT004,26,8,44,2,4
2023-03-22,FRUIT004,36,9,72,3,4
2023-03-23,FRUIT004,29,18,34,4,4
2023-03-24,FRUIT004,38,20,80,4,4
2023-03-25,FRUIT004,58,20,80,4,4
2023-03-26,FRUIT004,35,6,31,1,4
2023-03-27,FRUIT004,47,11,41,3,4
2023-03-28,FRUIT004,42,5,41,2,4
2023-03-29,FRUIT004,42,13,31,3,4
2023-03-30,FRUIT004,48,9,80,4,4
2023-03-31,FRUIT004,32,15,78,5,4
2023-04-01,FRUIT004,38,10,41,2,4
2023-04-02,FRUIT004,15,7,48,5,4
2023-04-03,FRUIT004,35,20,68,5,4
2023-04-04,FRUIT004,54,17,37,4,4
2023-04-05,FRUIT004,45,19,54,1,4
2023-04-06,FRUIT004,46,10,56,4,4
2023-04-07,FRUIT004,11,7,59,3,4
2023-04-08,FRUIT004,12,20,39,5,4
2023-04-09,FRUIT004,52,16,44,5,4
2023-04-10,FRUIT004,58,17,63,4,4
2023-04-11,FRUIT004,29,5,70,1,4
2023-04-12,FRUIT004,17,10,71,5,4
2023-04-13,FRUIT004,40,20,50,5,4
2023-04-14,FRUIT004,12,8,34,5,4
2023-04-15,FRUIT004,52,6,58,1,4
2023-04-16,FRUIT004,48,11,79,4,4
2023-04-17,FRUIT004,53,10,67,3,4
2023-04-18,FRUIT004,33,19,39,3,4
2023-04-19,FRUIT004,40,15,54,4,4
2023-04-20,FRUIT004,59,9,78,1,4
2023-04-21,FRUIT004,36,19,30,1,4
2023-04-22,FRUIT004,38,5,33,5,4
2023-04-23,FRUIT004,28,17,37,3,4
2023-04-24,FRUIT004,26,5,50,4,4
2023-04-25,FRUIT004,16,18,37,2,4
2023-04-26,FRUIT004,27,19,75,1,4
2023-04-27,FRUIT004,53,12,54,4,4
2023-04-28,FRUIT004,60,19,73,5,4
2023-04-29,FRUIT004,33,18,30,2,4
2023-04-30,FRUIT004,56,11,52,3,4
2023-05-01,FRUIT004,16,12,55,2,4
2023-05-02,FRUIT004,52,13,34,4,4
2023-05-03,FRUIT004,48,13,62,1,4
2023-05-04,FRUIT004,24,8,55,3,4
2023-05-05,FRUIT004,60,5,50,5,4
2023-05-06,FRUIT004,29,14,37,2,4
2023-05-07,FRUIT004,46,9,53,1,4
2023-05-08,FRUIT004,18,11,47,1,4
2023-05-09,FRUIT004,40,14,34,4,4
2023-05-10,FRUIT004,59,5,55,1,4
2023-05-11,FRUIT004,37,6,44,3,4
2023-05-12,FRUIT004,37,17,63,3,4
2023-05-13,FRUIT004,38,20,45,4,4
2023-05-14,FRUIT004,40,11,31,2,4
2023-05-15,FRUIT004,37,14,36,2,4
2023-05-16,FRUIT004,58,10,51,1,4
2023-05-17,FRUIT004,45,9,59,3,4
2023-05-18,FRUIT004,44,7,78,3,4
2023-05-19,FRUIT004,30,12,52,2,4
2023-05-20,FRUIT004,46,7,68,1,4
2023-05-21,FRUIT004,59,14,78,4,4
2023-05-22,FRUIT004,38,13,59,5,4
2023-05-23,FRUIT004,41,20,42,2,4
2023-05-24,FRUIT004,11,19,76,3,4
2023-05-25,FRUIT004,38,14,68,5,4
2023-05-26,FRUIT004,30,19,69,4,4
2023-05-27,FRUIT004,24,6,63,1,4
2023-05-28,FRUIT004,18,9,68,2,4
2023-05-29,FRUIT004,40,18,49,5,4
2023-05-30,FRUIT004,60,8,50,3,4
2023-05-31,FRUIT004,40,16,40,2,4
2023-06-01,FRUIT004,14,7,55,4,4
2023-06-02,FRUIT004,32,8,67,1,4
2023-06-03,FRUIT004,15,20,38,3,4
2023-06-04,FRUIT004,60,11,34,2,4
2023-06-05,FRUIT004,55,11,44,5,4
2023-06-06,FRUIT004,49,19,56,2,4
2023-06-07,FRUIT004,61,10,48,3,4
2023-06-08,FRUIT004,38,10,38,1,4
2023-06-09,FRUIT004,28,11,42,4,4
2023-06-10,FRUIT004,50,8,35,2,4
2023-06-11,FRUIT004,59,16,79,2,4
2023-06-12,FRUIT004,13,20,60,4,4
2023-06-13,FRUIT004,18,17,71,4,4
2023-06-14,FRUIT004,43,7,38,5,4
2023-06-15,FRUIT004,38,17,55,2,4
2023-06-16,FRUIT004,47,10,69,4,4
2023-06-17,FRUIT004,36,16,65,2,4
2023-06-18,FRUIT004,48,7,31,4,4
2023-06-19,FRUIT004,33,14,80,4,4
2023-06-20,FRUIT004,39,16,72,4,4
2023-06-21,FRUIT004,55,15,37,2,4
2023-06-22,FRUIT004,49,11,80,3,4
2023-06-23,FRUIT004,55,10,41,3,4
2023-06-24,FRUIT004,46,10,74,3,4
2023-06-25,FRUIT004,15,16,68,4,4
2023-06-26,FRUIT004,49,12,33,2,4
2023-06-27,FRUIT004,34,10,64,3,4
2023-06-28,FRUIT004,54,14,49,4,4
2023-06-29,FRUIT004,57,7,61,4,4
2023-06-30,FRUIT004,14,8,67,5,4
2023-07-01,FRUIT004,30,13,40,1,4
2023-07-02,FRUIT004,18,13,35,4,4
2023-07-03,FRUIT004,26,20,52,5,4
2023-07-04,FRUIT004,35,13,59,3,4
2023-07-05,FRUIT004,27,17,37,5,4
2023-07-06,FRUIT004,55,17,77,1,4
2023-07-07,FRUIT004,48,13,57,3,4
2023-07-08,FRUIT004,32,13,37,2,4
2023-07-09,FRUIT004,42,9,42,4,4
2023-07-10,FRUIT004,47,18,78,5,4
2023-07-11,FRUIT004,18,7,40,1,4
2023-07-12,FRUIT004,42,15,48,4,4
2023-07-13,FRUIT004,49,20,71,5,4
2023-07-14,FRUIT004,39,5,65,5,4
2023-07-15,FRUIT004,34,17,71,3,4
2023-07-16,FRUIT004,11,15,60,4,4
2023-07-17,FRUIT004,57,18,68,5,4
2023-07-18,FRUIT004,30,15,38,1,4
2023-07-19,FRUIT004,56,11,32,3,4
2023-07-20,FRUIT004,16,12,60,3,4
2023-07-21,FRUIT004,15,13,61,1,4
2023-07-22,FRUIT004,37,17,73,4,4
