date,product_id,page_views,add_to_cart,purchases,conversion_rate,avg_rating,reviews_count,organic_preference
2023-01-12,FRUIT007,88,24,4,0.2476290877541254,4.6,2,1
2023-01-13,FRUIT007,57,15,13,0.19581072803010408,4.8,4,1
2023-01-14,FRUIT007,115,23,3,0.08165598622946472,3.7,4,1
2023-01-15,FRUIT007,80,30,15,0.24357952282024165,3.9,2,1
2023-01-16,FRUIT007,83,18,2,0.17544476564238454,3.6,3,1
2023-01-17,FRUIT007,34,0,5,0.1088298665741298,4.2,4,1
2023-01-18,FRUIT007,100,17,9,0.16294674912404344,4.3,2,1
2023-01-19,FRUIT007,107,17,9,0.22662851409976842,3.8,5,1
2023-01-20,FRUIT007,84,16,4,0.13067307407028286,3.6,1,1
2023-01-21,FRUIT007,59,32,5,0.12237217196442204,4.0,6,1
2023-01-22,FRUIT007,76,8,8,0.2340792347520837,4.3,0,1
2023-01-23,FRUIT007,79,18,7,0.24689992848678072,4.0,2,1
2023-01-24,FRUIT007,73,12,5,0.1723949500280848,4.2,4,1
2023-01-25,FRUIT007,67,28,0,0.08083640600057958,3.6,6,1
2023-01-26,FRUIT007,110,5,11,0.0907922328246697,4.5,3,1
2023-01-27,FRUIT007,91,12,12,0.22416632072638748,4.3,0,1
2023-01-28,FRUIT007,86,1,8,0.19927230292977927,4.1,4,1
2023-01-29,FRUIT007,68,15,9,0.13512676054877032,3.6,3,1
2023-01-30,FRUIT007,59,0,9,0.22692269538760257,4.1,5,1
2023-01-31,FRUIT007,72,18,0,0.15943940204101914,4.1,3,1
2023-02-01,FRUIT007,74,28,6,0.1141091929182493,4.1,4,1
2023-02-02,FRUIT007,117,29,0,0.23356336203938416,4.1,0,1
2023-02-03,FRUIT007,77,16,10,0.20627774332423482,4.0,1,1
2023-02-04,FRUIT007,54,22,9,0.20898004706820916,4.3,3,1
2023-02-05,FRUIT007,80,3,10,0.11908647580150569,4.3,3,1
2023-02-06,FRUIT007,49,14,13,0.08507552917921461,4.6,3,1
2023-02-07,FRUIT007,95,2,5,0.20041097292865245,4.4,1,1
2023-02-08,FRUIT007,78,22,2,0.23088819056394694,4.5,0,1
2023-02-09,FRUIT007,67,20,6,0.20516696159846176,3.6,1,1
2023-02-10,FRUIT007,46,28,6,0.23870491505964936,4.4,0,1
2023-02-11,FRUIT007,82,22,2,0.24342344859927012,4.7,0,1
2023-02-12,FRUIT007,71,0,2,0.12018802147891149,4.7,3,1
2023-02-13,FRUIT007,130,12,7,0.09140588329278843,4.0,2,1
2023-02-14,FRUIT007,45,18,9,0.21509566725901502,3.6,5,1
2023-02-15,FRUIT007,110,5,7,0.16125141649740235,4.0,4,1
2023-02-16,FRUIT007,97,9,4,0.22441955929223323,4.5,2,1
2023-02-17,FRUIT007,107,18,5,0.19427429126557616,4.3,0,1
2023-02-18,FRUIT007,53,18,12,0.1144691119116504,4.4,2,1
2023-02-19,FRUIT007,100,12,3,0.21774845309526175,3.8,0,1
2023-02-20,FRUIT007,98,21,1,0.23760987151939017,3.6,2,1
2023-02-21,FRUIT007,68,14,7,0.16455625038086266,4.4,1,1
2023-02-22,FRUIT007,89,10,14,0.22108353346466392,3.8,1,1
2023-02-23,FRUIT007,106,9,12,0.2071134663127549,4.5,0,1
2023-02-24,FRUIT007,100,14,9,0.15649558717528206,3.7,3,1
2023-02-25,FRUIT007,92,14,3,0.15992078182808667,4.8,5,1
2023-02-26,FRUIT007,102,13,6,0.13787687870893053,4.1,4,1
2023-02-27,FRUIT007,97,18,5,0.08842289317949367,3.7,2,1
2023-02-28,FRUIT007,35,25,7,0.1956316959587731,4.3,2,1
2023-03-01,FRUIT007,65,14,9,0.12519677846952698,4.4,5,1
2023-03-02,FRUIT007,98,22,7,0.23881394146392732,4.4,4,1
2023-03-03,FRUIT007,126,23,16,0.20193540181681824,4.1,4,1
2023-03-04,FRUIT007,73,0,8,0.12495551005274214,3.7,1,1
2023-03-05,FRUIT007,177,22,9,0.15577023501542153,4.5,3,1
2023-03-06,FRUIT007,50,26,6,0.21709341925299064,4.6,4,1
2023-03-07,FRUIT007,64,23,4,0.10101724464636452,4.1,3,1
2023-03-08,FRUIT007,107,0,7,0.14654656456161477,4.1,7,1
2023-03-09,FRUIT007,79,6,7,0.20244656472637046,4.8,4,1
2023-03-10,FRUIT007,99,6,15,0.13800576683364343,4.1,2,1
2023-03-11,FRUIT007,99,0,2,0.22782694568694106,3.5,0,1
2023-03-12,FRUIT007,76,14,10,0.0920357693367839,4.5,0,1
2023-03-13,FRUIT007,48,0,2,0.09743055705690311,4.8,1,1
2023-03-14,FRUIT007,112,20,6,0.1523264176843694,4.2,4,1
2023-03-15,FRUIT007,42,11,12,0.11134615092428318,4.3,5,1
2023-03-16,FRUIT007,91,12,6,0.20193844937852556,3.7,2,1
2023-03-17,FRUIT007,128,19,13,0.09999161007158756,3.7,7,1
2023-03-18,FRUIT007,34,21,8,0.15953711932284476,3.8,2,1
2023-03-19,FRUIT007,99,0,16,0.13105592319955295,4.3,5,1
2023-03-20,FRUIT007,104,25,5,0.24434416044065088,4.6,4,1
2023-03-21,FRUIT007,145,21,3,0.1498304143333049,4.4,0,1
2023-03-22,FRUIT007,34,30,3,0.13834348189998744,4.6,4,1
2023-03-23,FRUIT007,95,21,15,0.1929072505797132,4.2,0,1
2023-03-24,FRUIT007,84,22,7,0.09741983946402541,3.7,1,1
2023-03-25,FRUIT007,72,27,4,0.10798332058567392,3.9,6,1
2023-03-26,FRUIT007,38,16,4,0.1284155111050862,3.7,3,1
2023-03-27,FRUIT007,77,5,9,0.14922367656271912,4.8,5,1
2023-03-28,FRUIT007,49,12,8,0.18000028936135093,4.7,3,1
2023-03-29,FRUIT007,97,22,5,0.24663856458119326,4.0,1,1
2023-03-30,FRUIT007,89,0,7,0.12235110821592574,4.5,2,1
2023-03-31,FRUIT007,63,1,14,0.12020839447150061,3.7,3,1
2023-04-01,FRUIT007,100,3,2,0.1977660203632623,3.9,2,1
2023-04-02,FRUIT007,84,19,0,0.10078456467845887,4.2,2,1
2023-04-03,FRUIT007,70,26,13,0.13935796879467122,3.9,4,1
2023-04-04,FRUIT007,58,9,10,0.12259836224907168,4.0,5,1
2023-04-05,FRUIT007,56,27,2,0.17499243937001038,4.6,0,1
2023-04-06,FRUIT007,67,6,6,0.17794669000266455,4.4,6,1
2023-04-07,FRUIT007,15,12,15,0.18424596165788343,3.8,4,1
2023-04-08,FRUIT007,76,11,0,0.11795728340255379,4.6,0,1
2023-04-09,FRUIT007,55,13,13,0.1508619123633352,3.9,2,1
2023-04-10,FRUIT007,81,9,7,0.12425969612797874,3.9,3,1
2023-04-11,FRUIT007,93,13,8,0.12516636046524676,4.5,2,1
2023-04-12,FRUIT007,112,15,4,0.08978242484366161,3.7,2,1
2023-04-13,FRUIT007,108,20,5,0.1653638362908117,4.8,5,1
2023-04-14,FRUIT007,102,9,11,0.14973645905007754,3.6,3,1
2023-04-15,FRUIT007,54,5,11,0.11943858681015151,4.5,0,1
2023-04-16,FRUIT007,153,21,2,0.2368420754290262,4.5,2,1
2023-04-17,FRUIT007,75,0,12,0.16252499211016835,4.4,0,1
2023-04-18,FRUIT007,104,0,4,0.2097488674177978,4.6,6,1
2023-04-19,FRUIT007,91,17,10,0.19573034689980315,4.3,3,1
2023-04-20,FRUIT007,30,18,14,0.20688963399780047,4.5,4,1
2023-04-21,FRUIT007,92,9,7,0.13811080015643673,4.2,1,1
2023-04-22,FRUIT007,55,17,6,0.20529953601644185,4.1,0,1
2023-04-23,FRUIT007,72,19,11,0.17640388888871508,4.1,1,1
2023-04-24,FRUIT007,54,14,11,0.09429481319621114,4.3,6,1
2023-04-25,FRUIT007,111,15,3,0.11149442141179762,4.6,3,1
2023-04-26,FRUIT007,81,7,6,0.15976138541120719,4.2,3,1
2023-04-27,FRUIT007,93,21,4,0.09110453263817099,4.5,5,1
2023-04-28,FRUIT007,97,14,9,0.14849244017474494,3.9,2,1
2023-04-29,FRUIT007,116,15,8,0.19165746399432082,3.7,2,1
2023-04-30,FRUIT007,37,5,2,0.22076422242342814,4.4,3,1
2023-05-01,FRUIT007,73,19,14,0.1224396291173888,4.0,5,1
2023-05-02,FRUIT007,74,11,3,0.2115682168041499,3.7,0,1
2023-05-03,FRUIT007,105,31,7,0.21016622059568163,3.6,0,1
2023-05-04,FRUIT007,76,11,5,0.12336122756215614,4.7,2,1
2023-05-05,FRUIT007,69,15,21,0.1663802047107709,3.6,4,1
2023-05-06,FRUIT007,57,6,7,0.2256950900810119,3.5,1,1
2023-05-07,FRUIT007,76,12,8,0.10426919998538982,3.7,5,1
2023-05-08,FRUIT007,84,11,14,0.2063050706778543,3.5,7,1
2023-05-09,FRUIT007,68,12,13,0.11913285003464448,3.9,2,1
2023-05-10,FRUIT007,60,17,15,0.20032345989897976,4.4,2,1
2023-05-11,FRUIT007,113,14,8,0.19783404751013584,3.6,1,1
2023-05-12,FRUIT007,66,14,12,0.09416910001456533,3.6,4,1
2023-05-13,FRUIT007,124,0,7,0.2250747002720324,4.0,4,1
2023-05-14,FRUIT007,37,9,13,0.15471611327312146,4.8,1,1
2023-05-15,FRUIT007,96,26,6,0.16531602011917673,3.6,5,1
2023-05-16,FRUIT007,95,17,15,0.20295416411481654,3.8,2,1
2023-05-17,FRUIT007,96,11,7,0.10045668946522221,4.6,0,1
2023-05-18,FRUIT007,94,16,5,0.14846216010236948,4.1,0,1
2023-05-19,FRUIT007,58,21,10,0.09413433839099715,4.5,2,1
2023-05-20,FRUIT007,80,10,11,0.12788331826287855,3.8,0,1
2023-05-21,FRUIT007,119,23,0,0.14644990671097186,4.5,2,1
2023-05-22,FRUIT007,76,21,6,0.10643847428563136,3.7,5,1
2023-05-23,FRUIT007,68,10,8,0.16677161628345757,3.9,5,1
2023-05-24,FRUIT007,45,16,5,0.20810944851454205,4.2,3,1
2023-05-25,FRUIT007,57,13,15,0.16771582179466982,3.6,2,1
2023-05-26,FRUIT007,28,13,5,0.22518972746844018,4.7,3,1
2023-05-27,FRUIT007,59,12,7,0.2182230357608655,3.7,3,1
2023-05-28,FRUIT007,51,3,7,0.14341023223249877,4.3,4,1
2023-05-29,FRUIT007,99,7,13,0.13373882158055098,4.6,4,1
2023-05-30,FRUIT007,89,3,8,0.10303636816375421,4.2,0,1
2023-05-31,FRUIT007,105,0,5,0.22586750501565572,4.6,2,1
2023-06-01,FRUIT007,54,5,13,0.13809461906848983,4.5,4,1
2023-06-02,FRUIT007,66,15,9,0.10375870427211921,3.6,3,1
2023-06-03,FRUIT007,102,23,9,0.14866388991403073,3.7,1,1
2023-06-04,FRUIT007,35,5,5,0.11249474289986491,4.8,6,1
2023-06-05,FRUIT007,77,7,1,0.13086089621395192,4.2,0,1
2023-06-06,FRUIT007,50,20,6,0.09374512112844555,4.7,2,1
2023-06-07,FRUIT007,73,35,5,0.20336682007791257,4.7,5,1
2023-06-08,FRUIT007,83,18,12,0.19203731507978897,4.6,3,1
2023-06-09,FRUIT007,64,9,11,0.17515886248533347,4.6,3,1
2023-06-10,FRUIT007,123,5,6,0.23539236863649204,4.4,0,1
2023-06-11,FRUIT007,57,17,7,0.16154890968891325,4.6,3,1
2023-06-12,FRUIT007,61,14,11,0.10931905529518135,3.7,1,1
2023-06-13,FRUIT007,84,18,4,0.21353356785556576,4.5,4,1
2023-06-14,FRUIT007,99,28,9,0.1615100100644875,3.8,4,1
2023-06-15,FRUIT007,74,1,0,0.16563230803755633,3.7,1,1
2023-06-16,FRUIT007,85,19,8,0.15992860353964597,4.4,2,1
2023-06-17,FRUIT007,94,18,7,0.15066769020947635,4.8,2,1
2023-06-18,FRUIT007,106,3,1,0.132687108548072,4.1,2,1
2023-06-19,FRUIT007,53,16,7,0.12252738953370429,3.5,0,1
2023-06-20,FRUIT007,85,8,14,0.23428063731753135,3.8,4,1
2023-06-21,FRUIT007,99,17,16,0.20039995223313306,3.8,1,1
2023-06-22,FRUIT007,57,30,9,0.1731781268228559,4.2,1,1
2023-06-23,FRUIT007,69,16,6,0.15780633442366745,4.6,6,1
2023-06-24,FRUIT007,105,23,9,0.11617432152730048,3.9,4,1
2023-06-25,FRUIT007,104,22,5,0.2121767274325651,3.9,4,1
2023-06-26,FRUIT007,72,19,8,0.14494032773063348,4.0,1,1
2023-06-27,FRUIT007,113,4,8,0.11511222683228453,3.9,3,1
2023-06-28,FRUIT007,87,19,3,0.16477238876686412,4.3,1,1
2023-06-29,FRUIT007,71,27,11,0.19157708445344568,4.2,1,1
2023-06-30,FRUIT007,52,17,8,0.09883008190598461,4.1,1,1
2023-07-01,FRUIT007,106,13,8,0.1348180928397899,3.7,0,1
2023-07-02,FRUIT007,91,21,15,0.13293679935711422,3.6,3,1
2023-07-03,FRUIT007,103,14,14,0.1976898190912923,4.6,1,1
2023-07-04,FRUIT007,51,9,0,0.21786780580596427,4.7,3,1
2023-07-05,FRUIT007,100,24,12,0.15265648879003177,4.6,3,1
2023-07-06,FRUIT007,44,9,10,0.1782636550849746,4.1,3,1
2023-07-07,FRUIT007,72,12,3,0.1228960591550817,4.5,0,1
2023-07-08,FRUIT007,26,7,9,0.09996267091595658,3.6,0,1
2023-07-09,FRUIT007,46,0,5,0.14578102892983533,4.3,1,1
2023-07-10,FRUIT007,96,12,2,0.24890397503845535,4.6,3,1
2023-07-11,FRUIT007,60,15,11,0.22547453701223452,4.5,0,1
2023-07-12,FRUIT007,71,9,8,0.20354352385630659,4.5,4,1
2023-07-13,FRUIT007,82,15,6,0.13879399998278083,4.2,1,1
2023-07-14,FRUIT007,96,14,7,0.20325659816181213,4.3,2,1
2023-07-15,FRUIT007,53,16,6,0.09397575727467652,3.6,3,1
2023-07-16,FRUIT007,103,22,11,0.13545296593469008,4.5,0,1
2023-07-17,FRUIT007,42,23,6,0.17505910966681815,3.8,5,1
2023-07-18,FRUIT007,77,21,11,0.1730102914045369,4.5,1,1
2023-07-19,FRUIT007,98,6,12,0.08175181160382236,4.5,0,1
2023-07-20,FRUIT007,96,31,4,0.24584040220230657,4.0,3,1
2023-07-21,FRUIT007,91,21,0,0.16405900552982933,4.3,5,1
2023-07-22,FRUIT007,63,20,8,0.17094656728973157,3.9,2,1
2023-07-23,FRUIT007,89,15,9,0.12023573555848571,4.4,3,1
2023-07-24,FRUIT007,58,0,2,0.1931895987543722,4.2,6,1
2023-07-25,FRUIT007,34,18,11,0.21925941280831707,4.4,4,1
2023-07-26,FRUIT007,43,13,8,0.09504658112192964,4.1,2,1
2023-07-27,FRUIT007,116,15,7,0.09908534103247602,4.7,5,1
2023-07-28,FRUIT007,52,18,5,0.13653284871653032,4.1,0,1
2023-07-29,FRUIT007,97,5,12,0.14442577158093986,4.2,6,1
2023-07-30,FRUIT007,115,13,5,0.19154148786891756,3.8,1,1
2023-07-31,FRUIT007,70,11,3,0.1819994690574683,4.4,2,1
2023-08-01,FRUIT007,85,14,9,0.19962599433151335,4.8,0,1
2023-08-02,FRUIT007,89,12,13,0.1738691439754832,3.8,7,1
2023-08-03,FRUIT007,77,2,9,0.17812356273295932,4.1,0,1
2023-08-04,FRUIT007,83,1,6,0.14550609747335191,4.1,3,1
2023-08-05,FRUIT007,63,17,2,0.10163781918223891,4.0,6,1
2023-08-06,FRUIT007,84,19,0,0.19415365032459375,3.9,6,1
2023-08-07,FRUIT007,82,25,12,0.10180199952500626,4.3,7,1
2023-08-08,FRUIT007,50,33,2,0.11962478090028118,4.7,3,1
2023-08-09,FRUIT007,122,0,9,0.20971116309904764,3.5,1,1
2023-08-10,FRUIT007,99,6,5,0.13261740649664,4.4,4,1
2023-08-11,FRUIT007,90,27,7,0.08278918479719276,3.8,0,1
2023-08-12,FRUIT007,38,16,16,0.10026899470105201,4.5,1,1
2023-08-13,FRUIT007,89,11,15,0.09683029751771266,4.5,1,1
2023-08-14,FRUIT007,64,34,2,0.1211697632237525,3.7,6,1
2023-08-15,FRUIT007,46,4,7,0.22982529206281982,3.6,2,1
2023-08-16,FRUIT007,111,22,7,0.1364629019377439,4.8,2,1
2023-08-17,FRUIT007,90,9,4,0.24738782871350085,4.1,0,1
2023-08-18,FRUIT007,89,8,6,0.0984753849950796,4.2,4,1
2023-08-19,FRUIT007,59,20,5,0.08039258967013409,4.1,3,1
2023-08-20,FRUIT007,131,11,7,0.09086654634474105,4.7,0,1
2023-08-21,FRUIT007,86,10,10,0.15529095837836826,4.2,2,1
2023-08-22,FRUIT007,86,14,7,0.18052474625718445,4.0,1,1
2023-08-23,FRUIT007,74,21,0,0.15360811942779334,3.8,3,1
2023-08-24,FRUIT007,70,7,5,0.12543587222124336,4.6,2,1
2023-08-25,FRUIT007,95,17,5,0.19083641866938805,4.3,1,1
2023-08-26,FRUIT007,92,11,14,0.15645958965013423,3.7,2,1
2023-08-27,FRUIT007,82,23,10,0.08104665148803945,3.7,3,1
2023-08-28,FRUIT007,53,17,11,0.14923769287398517,4.1,3,1
2023-08-29,FRUIT007,95,17,13,0.08781264854103804,3.6,3,1
2023-08-30,FRUIT007,88,13,13,0.09162278132694814,4.8,3,1
2023-08-31,FRUIT007,79,17,4,0.19540199128269808,4.3,1,1
2023-09-01,FRUIT007,45,18,6,0.2065810676527079,4.3,1,1
2023-09-02,FRUIT007,106,2,6,0.17664084660540869,3.6,2,1
2023-09-03,FRUIT007,96,13,5,0.23144930215376558,4.1,5,1
2023-09-04,FRUIT007,82,25,8,0.08273565577596273,4.0,3,1
2023-09-05,FRUIT007,52,13,13,0.13785772081775416,4.3,0,1
2023-09-06,FRUIT007,74,17,6,0.19077389559713911,4.0,5,1
2023-09-07,FRUIT007,92,20,13,0.19085401216527736,3.7,1,1
2023-09-08,FRUIT007,78,10,15,0.11352731907912766,3.7,8,1
2023-09-09,FRUIT007,41,23,6,0.10701048787733389,4.5,1,1
2023-09-10,FRUIT007,90,6,4,0.2002134295051876,4.5,0,1
2023-09-11,FRUIT007,70,4,0,0.16336621546262486,4.0,2,1
2023-09-12,FRUIT007,50,14,12,0.1635787803449616,3.7,2,1
2023-09-13,FRUIT007,109,11,6,0.2163808868769339,4.2,1,1
2023-09-14,FRUIT007,76,20,7,0.21244598994999014,4.5,4,1
2023-09-15,FRUIT007,81,23,10,0.24602880142881806,3.6,3,1
2023-09-16,FRUIT007,65,17,9,0.18149640198347466,3.8,0,1
2023-09-17,FRUIT007,76,24,6,0.20036105646107405,4.4,3,1
2023-09-18,FRUIT007,128,4,10,0.09914886025568045,4.1,5,1
2023-09-19,FRUIT007,78,4,2,0.12078338964307198,4.8,0,1
2023-09-20,FRUIT007,106,14,6,0.19645885713644437,4.8,1,1
2023-09-21,FRUIT007,93,22,0,0.16400796546277538,3.8,1,1
2023-09-22,FRUIT007,115,18,6,0.12919076994154147,4.7,5,1
2023-09-23,FRUIT007,110,0,12,0.14476495383127802,4.6,2,1
2023-09-24,FRUIT007,45,15,7,0.09341782116494633,3.8,3,1
2023-09-25,FRUIT007,62,35,10,0.20677918777253546,3.7,0,1
2023-09-26,FRUIT007,78,24,15,0.2008298184588939,3.5,1,1
2023-09-27,FRUIT007,98,24,12,0.10843635408927836,4.6,6,1
2023-09-28,FRUIT007,102,27,3,0.1964202462041103,4.3,0,1
2023-09-29,FRUIT007,53,14,13,0.08151729757222294,4.2,3,1
2023-09-30,FRUIT007,101,7,10,0.2236268459446129,4.4,0,1
2023-10-01,FRUIT007,58,14,9,0.12008921432761047,4.1,0,1
2023-10-02,FRUIT007,93,15,1,0.18696319471803918,3.8,1,1
2023-10-03,FRUIT007,62,21,9,0.13114701174066418,4.0,0,1
2023-10-04,FRUIT007,92,13,9,0.1165682186481371,3.7,8,1
2023-10-05,FRUIT007,61,10,9,0.23744315041287073,3.6,3,1
2023-10-06,FRUIT007,95,4,4,0.14852584486265202,4.2,1,1
2023-10-07,FRUIT007,70,9,7,0.1884353223639265,3.8,6,1
2023-10-08,FRUIT007,65,13,7,0.1406025891471806,4.4,1,1
2023-10-09,FRUIT007,71,22,8,0.14491670338242896,4.6,3,1
2023-10-10,FRUIT007,100,10,9,0.10172826122856143,4.6,3,1
2023-10-11,FRUIT007,67,20,9,0.11022364875164417,4.3,0,1
2023-10-12,FRUIT007,88,4,4,0.0921845903719998,3.6,1,1
2023-10-13,FRUIT007,79,22,11,0.10181709426424666,4.5,1,1
2023-10-14,FRUIT007,49,19,3,0.13513250168129265,3.8,5,1
2023-10-15,FRUIT007,97,9,5,0.10341582005475027,4.8,6,1
2023-10-16,FRUIT007,105,17,7,0.23398251483388066,3.9,3,1
2023-10-17,FRUIT007,89,28,9,0.2206518304776075,3.7,3,1
2023-10-18,FRUIT007,93,17,11,0.24387454996142682,4.6,1,1
2023-10-19,FRUIT007,55,0,6,0.18934997300344653,3.5,3,1
2023-10-20,FRUIT007,146,17,6,0.08796068227577737,4.5,6,1
2023-10-21,FRUIT007,59,13,8,0.2100849512103622,4.3,0,1
2023-10-22,FRUIT007,99,10,3,0.20298096313769948,3.8,4,1
2023-10-23,FRUIT007,69,17,7,0.24284618021726295,4.1,3,1
2023-10-24,FRUIT007,74,13,0,0.17971955928898736,4.5,2,1
2023-10-25,FRUIT007,135,7,14,0.12168005268933405,3.9,2,1
2023-10-26,FRUIT007,101,15,3,0.09752271663915099,3.7,1,1
2023-10-27,FRUIT007,99,11,7,0.13714461015670093,3.9,1,1
2023-10-28,FRUIT007,124,11,7,0.10492231014874703,4.6,0,1
2023-10-29,FRUIT007,46,24,11,0.1620648025136922,4.5,0,1
2023-10-30,FRUIT007,68,30,7,0.1816309201851742,4.0,7,1
2023-10-31,FRUIT007,62,6,6,0.10949089323490163,3.7,2,1
2023-11-01,FRUIT007,50,8,3,0.12439275925638596,4.1,4,1
2023-11-02,FRUIT007,103,30,10,0.24578229963332504,3.7,4,1
2023-11-03,FRUIT007,91,5,6,0.14980250273529544,4.1,0,1
2023-11-04,FRUIT007,34,27,14,0.16036570097422215,3.7,0,1
2023-11-05,FRUIT007,55,10,6,0.2087463599606615,4.1,5,1
2023-11-06,FRUIT007,30,20,11,0.1296844720262402,4.6,2,1
2023-11-07,FRUIT007,75,17,14,0.22863322951400772,3.7,2,1
2023-11-08,FRUIT007,117,10,4,0.16585159559096954,3.8,1,1
2023-11-09,FRUIT007,83,11,9,0.17308532719092756,3.7,0,1
2023-11-10,FRUIT007,82,10,11,0.21766272062450448,3.8,3,1
2023-11-11,FRUIT007,52,17,4,0.22390783110760792,4.6,4,1
2023-11-12,FRUIT007,13,21,7,0.17068842584446606,3.8,3,1
2023-11-13,FRUIT007,109,20,9,0.17678668575908452,3.8,6,1
2023-11-14,FRUIT007,89,13,9,0.18490251901849114,3.6,5,1
2023-11-15,FRUIT007,92,4,11,0.24358456534171025,4.1,1,1
2023-11-16,FRUIT007,93,7,12,0.0810342455029659,4.4,0,1
2023-11-17,FRUIT007,13,2,5,0.14986537139038367,3.9,3,1
2023-11-18,FRUIT007,0,11,0,0.10787882026866527,3.9,3,1
2023-11-19,FRUIT007,134,34,16,0.14635153056126599,4.4,3,1
2023-11-20,FRUIT007,99,12,4,0.2499150637265023,3.6,1,1
2023-11-21,FRUIT007,69,5,12,0.11216094475409948,4.8,0,1
2023-11-22,FRUIT007,58,34,8,0.2247401195395986,4.2,2,1
2023-11-23,FRUIT007,60,26,12,0.13570550343068566,3.7,2,1
2023-11-24,FRUIT007,107,12,6,0.16511793668844166,3.7,1,1
2023-11-25,FRUIT007,112,19,7,0.1296444245586116,4.6,0,1
2023-11-26,FRUIT007,87,22,4,0.1740961812439765,3.8,5,1
2023-11-27,FRUIT007,127,20,3,0.12449874492460655,3.6,3,1
2023-11-28,FRUIT007,45,14,10,0.18693866291249045,3.8,1,1
2023-11-29,FRUIT007,58,19,1,0.22923327714619252,3.9,1,1
2023-11-30,FRUIT007,57,18,6,0.19149877103360552,4.8,1,1
2023-12-01,FRUIT007,90,0,11,0.13961724456157132,4.6,6,1
2023-12-02,FRUIT007,59,18,14,0.15757938890620987,4.4,2,1
2023-12-03,FRUIT007,107,1,3,0.1797029686536904,4.4,4,1
2023-12-04,FRUIT007,93,29,12,0.0868105921831277,4.6,4,1
2023-12-05,FRUIT007,78,10,12,0.22461635543729008,4.2,5,1
2023-12-06,FRUIT007,51,9,21,0.08288700095357696,4.1,3,1
2023-12-07,FRUIT007,63,11,13,0.24336455543002883,3.7,0,1
2023-12-08,FRUIT007,116,17,16,0.09602264460621893,4.0,2,1
2023-12-09,FRUIT007,57,19,9,0.09423233095421979,4.0,4,1
2023-12-10,FRUIT007,104,10,6,0.2260322808732364,4.7,0,1
2023-12-11,FRUIT007,76,27,7,0.16443535058474906,4.3,1,1
2023-12-12,FRUIT007,98,5,12,0.2127664383120963,3.7,7,1
2023-12-13,FRUIT007,103,6,4,0.14580413863208477,4.6,1,1
2023-12-14,FRUIT007,66,4,2,0.16769800711156152,3.8,1,1
2023-12-15,FRUIT007,39,8,9,0.11491439561877506,3.8,6,1
2023-12-16,FRUIT007,73,18,7,0.20333772762712737,4.5,2,1
2023-12-17,FRUIT007,80,2,10,0.17521302401717354,4.5,2,1
2023-12-18,FRUIT007,88,10,11,0.08078478540693249,4.0,5,1
2023-12-19,FRUIT007,38,3,3,0.09307526866017544,3.7,1,1
2023-12-20,FRUIT007,116,4,6,0.08585042854078657,4.0,1,1
2023-12-21,FRUIT007,43,19,8,0.1832865384330764,4.8,2,1
2023-12-22,FRUIT007,64,7,1,0.2234764969019506,3.7,6,1
2023-12-23,FRUIT007,76,8,4,0.17877721875345776,4.7,2,1
2023-12-24,FRUIT007,75,12,4,0.09839621818212774,4.2,3,1
2023-12-25,FRUIT007,110,13,8,0.22153727416308416,4.0,6,1
2023-12-26,FRUIT007,79,9,0,0.14750372350358779,3.8,2,1
2023-12-27,FRUIT007,36,16,13,0.22099818090434387,4.4,2,1
2023-12-28,FRUIT007,73,3,7,0.2004075352655164,4.3,5,1
2023-12-29,FRUIT007,106,12,1,0.22262024861005492,4.0,4,1
2023-12-30,FRUIT007,54,2,3,0.08041977634000484,4.1,4,1
2023-12-31,FRUIT007,68,27,8,0.17193141089652092,4.5,0,1
2024-01-01,FRUIT007,64,14,12,0.20935502300486764,4.2,4,1
2024-01-02,FRUIT007,58,4,9,0.19872451187660442,4.1,2,1
2024-01-03,FRUIT007,95,2,15,0.13587664282696027,4.7,0,1
2024-01-04,FRUIT007,84,21,15,0.09360078465260012,4.6,0,1
2024-01-05,FRUIT007,66,36,11,0.16601635157002298,3.9,2,1
2024-01-06,FRUIT007,60,11,2,0.19901056056619482,3.6,0,1
2024-01-07,FRUIT007,90,22,5,0.1467339253311411,4.2,3,1
2024-01-08,FRUIT007,93,13,6,0.21542411698078873,4.0,3,1
2024-01-09,FRUIT007,70,17,7,0.09198154417870558,4.8,0,1
2024-01-10,FRUIT007,103,4,11,0.10331973276511706,4.7,4,1
2024-01-11,FRUIT007,63,16,3,0.13866919289169324,3.6,4,1
2024-01-12,FRUIT007,86,8,3,0.143349195761112,4.8,0,1
2024-01-13,FRUIT007,67,31,8,0.1910101515181019,4.8,7,1
2024-01-14,FRUIT007,67,15,7,0.12561483380694047,4.3,1,1
2024-01-15,FRUIT007,122,11,7,0.1789418338856596,3.7,3,1
2024-01-16,FRUIT007,60,17,8,0.15084962735142932,4.6,1,1
2024-01-17,FRUIT007,85,13,6,0.08884698950866382,3.8,4,1
2024-01-18,FRUIT007,83,21,19,0.10288526529776551,3.8,3,1
2024-01-19,FRUIT007,68,15,15,0.22262353777791133,4.0,3,1
2024-01-20,FRUIT007,30,20,4,0.1742616971007476,4.3,2,1
2024-01-21,FRUIT007,114,18,0,0.15061826467787615,3.8,0,1
2024-01-22,FRUIT007,98,28,12,0.24934223195656668,3.7,4,1
2024-01-23,FRUIT007,94,15,12,0.09521671773415526,4.8,1,1
